ID,REGIÓN,PROVINCIA,DISTRITO,Codigo del Recurso,Nombre del Recurso,CATEGORIA,Tipo de Categoria,Sub tipo Categoria,URL,LATITUD,LONGITUD
2280,Pasco,Oxapampa,VILLA RICA,"7,269",Laboratorio De Control De Calidad De Café De Villa Rica,"4. REALIZACIONES TÉCNICAS, CIENTÍFICAS Y ARTÍSTICAS CONTEMPORÁNEAS",Centros Científicos y Técnicos,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7269,-75.40468950125756,-10.575052847957344
2281,Ancash,Huaraz,HUARAZ,"7,278",Laguna Willcacocha,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7278,-77.52571105957031,-9.522882758601134
2282,Junín,Huancayo,HUALHUAS,"7,282",Parque Leoncio Prado,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Fortalezas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7282,-75.25096200000001,-11.971507
2283,Junín,Chupaca,CHUPACA,"7,286",Abrigos Rocosos  De Tschopik – Acuripay,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Cuevas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7286,-75.283792,-12.053758
2284,Junín,Huancayo,PUCARA,"7,293",Óvalo De La Flor Pucarina,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Plazuelas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7293,-75.14325741104505,-12.172592134286416
2285,Pasco,Oxapampa,VILLA RICA,"7,296",Mirador Guapén Eneñas,1. SITIOS NATURALES,Zonas paisajísticas,Miradores naturales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7296,-75.21720886230469,-10.747306619234521
2286,Pasco,Oxapampa,VILLA RICA,"7,297",Mirador Vista Hermosa,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Miradores,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7297,-75.26926517486572,-10.757762756247036
2287,Lima,Lima,CIENEGUILLA,"7,299",Iglesia San José De Tambo Viejo,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7299,-76.81697400000002,-12.112857
2288,Piura,Huancabamba,SAN MIGUEL DE EL FAIQUE,"7,309",Ex - Casa Hacienda San Antonio,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa-Hacienda,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7309,-79.60418701171875,-5.402058597381426
2289,Piura,Huancabamba,EL CARMEN DE LA FRONTERA,"7,310",Centro De Información Del Curanderismo Salalá - Las Huaringas,"4. REALIZACIONES TÉCNICAS, CIENTÍFICAS Y ARTÍSTICAS CONTEMPORÁNEAS",Centros Científicos y Técnicos,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7310,-79.41192626953125,-5.0594823160349796
2290,Junín,Satipo,RÍO NEGRO,"7,321",Bosque De Orquideas De Sauriaki,1. SITIOS NATURALES,Zonas paisajísticas,Lugares pintorescos de flora y fauna,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7321,-74.66593799999998,-11.044448
2291,Lima,Lima,CIENEGUILLA,"7,335",Casa - Hacienda Cieneguilla,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa-Hacienda,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7335,-76.80807600000003,-12.123285
2292,Lima,Lima,CIENEGUILLA,"7,336",Mirador De La Cruz De Tambo Viejo,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Miradores,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7336,-76.81881699999997,-12.111538
2293,Lima,Lima,CIENEGUILLA,"7,339",Santuario Del Señor De Huanca,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Santuario,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7339,-76.86923100000001,-12.084022
2294,Lima,Lima,CIENEGUILLA,"7,340",Sitio Arqueológico Molle,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7340,-76.773707,-12.080469
2295,Lima,Lima,CIENEGUILLA,"7,341",Sitio Arqueológico Huaycán Alto O Río Seco,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7341,-76.7548901005249,-12.071955428090174
2296,Lima,Lima,CIENEGUILLA,"7,342",Sitio Arqueológico Villa Toledo,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7342,-76.80465800000002,-12.102132
2297,Lima,Lima,CIENEGUILLA,"7,343",Zona Arqueológica Huaycán De Cieneguilla,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7343,-76.766208,-12.082599
2298,Lima,Lima,CIENEGUILLA,"7,344",Zona Arqueológica Panquilma,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7344,-76.77331057406616,-12.100490771081414
2299,Lima,Lima,CIENEGUILLA,"7,345",Zona Arqueológica Monumental Tijerales,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7345,-76.80107599999997,-12.115368
2300,Lima,Lima,CIENEGUILLA,"7,347",Jardín Botánico La Huertita,"4. REALIZACIONES TÉCNICAS, CIENTÍFICAS Y ARTÍSTICAS CONTEMPORÁNEAS",Centros Científicos y Técnicos,Jardines Botánicos y Viveros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7347,-76.81405899999999,-12.118549
2301,Junín,Satipo,RÍO NEGRO,"7,361",Mirador De San Sebastian,1. SITIOS NATURALES,Zonas paisajísticas,Miradores naturales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7361,-74.636503,-11.193324
2302,Piura,Huancabamba,EL CARMEN DE LA FRONTERA,"7,362",Laguna Negra,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7362,-79.48659199999997,-5.059809
2303,La Libertad,Trujillo,TRUJILLO,"7,363",La Casa Ganoza Orbegoso,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa de Valor Arquitectónico,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7363,-79.02936592905024,-8.112071831529823
2304,Junín,Satipo,COVIRIALI,"7,372",Capilla De Coviriali,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Capilla,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7372,-74.619140625,-11.290663876105336
2305,Junín,Satipo,RÍO TAMBO,"7,386",Laguna Mayoventi,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7386,-73.69678299999998,-12.112969
2306,Junín,Satipo,RÍO TAMBO,"7,398",Convento Franciscano De Puerto Ocopa,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Convento,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7398,-74.30633068084711,-11.144213712340994
2307,Junín,Satipo,RÍO TAMBO,"7,399",Monolito El Toro,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7399,-73.74592000000001,-10.785317
2308,Junín,Satipo,RÍO TAMBO,"7,404",Petroglifos Del Canuja,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7404,-73.764569,-10.780358
2309,Junín,Satipo,RÍO TAMBO,"7,405",Petroglifos De Caracol,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7405,-73.76509299999998,-10.790926
2310,Junín,Satipo,SATIPO,"7,414",Capilla De Tzancuvatziari,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Capilla,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7414,-74.62579250335693,-11.25716243362241
2311,Junín,Satipo,LLAYLLA,"7,423",Petroglifos De Hermosa Pampa,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7423,-74.60699999999997,-11.408312
2312,Junín,Satipo,LLAYLLA,"7,424",Petroglifos De Llaylla,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7424,-74.60236800000001,-11.384323
2313,Junín,Satipo,LLAYLLA,"7,425",Petroglifos De Llaylla (Fundo Flores),2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7425,-74.60599300000001,-11.387654
2314,Piura,Huancabamba,SAN MIGUEL DE EL FAIQUE,"7,428",Mirador Natural Del Cerro Villaflor,1. SITIOS NATURALES,Zonas paisajísticas,Miradores naturales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7428,-79.60212707519531,-5.4061601584667365
2315,Junín,Satipo,LLAYLLA,"7,430",Petroglifos De Llaylla (Fundo Crispin),2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7430,-74.59775000000002,-11.382834
2316,Junín,Satipo,LLAYLLA,"7,438",Plaza Principal De Llaylla,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Plazas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7438,-74.59048390388489,-11.38135799835912
2317,Piura,Huancabamba,SAN MIGUEL DE EL FAIQUE,"7,439",Petroglifos Tres Mangos,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7439,-79.59663391113281,-5.4027421928243555
2318,Junín,Satipo,MAZAMARI,"7,442",Petroglifos De Teoria,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7442,-74.55646100000001,-11.381645
2319,Junín,Satipo,MAZAMARI,"7,443",Petroglifos De Kinchoker,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7443,-74.56021599999997,-11.377863
2320,Piura,Sullana,SULLANA,"7,452",Mausoleo Del Poeta A. Salaverry Ramírez,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7452,-80.68206489086151,-4.8871419110618035
2321,Piura,Morropon,LA MATANZA,"7,456",Bosque Seco De Monte Azul,1. SITIOS NATURALES,Zonas paisajísticas,Bosques,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7456,-80.088322,-5.210616
2322,Piura,Morropon,LA MATANZA,"7,461",Complejo Arqueológico Cerro Verde,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7461,-80.10063300000001,-5.179108
2323,Piura,Morropon,LA MATANZA,"7,462",Murallas Del Cerro El Tongo,2. MANIFESTACIONES CULTURALES,Lugares Históricos,Murallas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7462,-79.630832,-4.841094
2324,Piura,Morropon,LA MATANZA,"7,463",Casa Hacienda Monte De Los Padres,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa-Hacienda,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7463,-80.09045500000002,-5.163617
2325,Piura,Morropon,LA MATANZA,"7,464",Bosque Seco De Ternique,1. SITIOS NATURALES,Zonas paisajísticas,Bosques,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7464,-80.08835256099701,-5.210728729843572
2326,Tumbes,Contralmirante Villar,CANOAS DE PUNTA SAL,"7,467",Bosques De Hualtacos De Plateritos,1. SITIOS NATURALES,Zonas paisajísticas,Bosques,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7467,-80.85559844970703,-3.8963284217649936
2327,Tumbes,Tumbes,TUMBES,"7,470",Boulevard De La Madre,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Paseos peatonales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7470,-80.45520365309585,-3.5741673992941454
2328,Tumbes,Tumbes,TUMBES,"7,471",Malecon Tercer Milenio,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Malecones,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7471,-80.45923233032227,-3.5727296121340664
2329,Junín,Satipo,MAZAMARI,"7,477",Iglesia De San Juan De Mazamari,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7477,-74.53015818650817,-11.32840618938566
2330,Junín,Satipo,MAZAMARI,"7,480",Laguna De Materiato,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7480,-74.52173399999998,-11.334082
2331,Junín,Satipo,MAZAMARI,"7,481",Mirador Otishi,1. SITIOS NATURALES,Zonas paisajísticas,Miradores naturales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7481,-74.54382399999997,-11.372192
2332,Junín,Satipo,MAZAMARI,"7,482",Petroglifos De Sonomoro 1,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7482,-74.474804,-11.312301
2333,Junín,Satipo,MAZAMARI,"7,483",Petroglifos De Sonomoro 2,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7483,-74.47713799999997,-11.313607
2334,Junín,Satipo,MAZAMARI,"7,484",Petroglifos De Tonkoa,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7484,-74.45710400000001,-11.315135
2335,Junín,Satipo,MAZAMARI,"7,485",Petroglifos De Materiato,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7485,-74.46536800000001,-11.29623
2336,Junín,Satipo,MAZAMARI,"7,486",Petroglifos Del Chaman,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7486,-74.43820199999999,-11.291009
2337,Tacna,Jorge Basadre,ITE,"7,490",Lomas De Tacahuay,1. SITIOS NATURALES,Costas,Lomas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7490,-71.11687222222224,-17.79415277777778
2338,Junín,Satipo,SATIPO,"7,491",Petroglifos De Estabridis 1,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7491,-74.680386,-11.277275
2339,Junín,Satipo,SATIPO,"7,493",Petroglifos De Estabridis 2,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7493,-74.68125800000001,-11.276589
2340,Tumbes,Zarumilla,PAPAYAL,"7,500",Laguna De Lamederos,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7500,-80.21049499511719,-3.597996212677554
2341,Loreto,Maynas,SAN JUAN BAUTISTA,"7,507",Playa Santa Clara,1. SITIOS NATURALES,Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7507,-73.34192365407944,-3.783148543722768
2342,Lambayeque,Chiclayo,SAÑA,"7,545",Bosque Seco La Otra Banda,1. SITIOS NATURALES,Zonas paisajísticas,Bosques,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7545,-79.57935532275394,-6.958584000000011
2343,Lima,Lima,CARABAYLLO,"7,547",Casa Hacienda El Fortín,2. MANIFESTACIONES CULTURALES,Lugares Históricos,Murallas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7547,-77.04245800000001,-11.861198
2344,Tumbes,Tumbes,TUMBES,"7,588",Paseo De La Virgen Inmaculada Concepcion,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Paseos peatonales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7588,-80.45395374298096,-3.5741245677828797
2345,Junín,Satipo,PAMPA HERMOSA,"7,590",Cerro Huanacaure,1. SITIOS NATURALES,Zonas paisajísticas,Miradores naturales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7590,-74.70672100000001,-11.311248
2346,Junín,Satipo,PANGOA,"7,606",Iglesia De San Martin De Pangoa,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7606,-74.48786495337293,-11.428386951559106
2347,Junín,Satipo,PANGOA,"7,608",Parque Ecologico De San Martin De Pangoa,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Parques,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7608,-74.48835099999996,-11.428327
2348,Junín,Satipo,PANGOA,"7,609",Petroglifos De Alto Chavini,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7609,-74.540141,-11.447882
2349,Junín,Satipo,PANGOA,"7,610",Petroglifos De Bajo Celendin,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7610,-74.47286400000001,-11.405797
2350,Junín,Satipo,PANGOA,"7,611",Petroglifos La Libertad 1,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7611,-74.51073100000002,-11.511375
2351,Junín,Satipo,PANGOA,"7,612",Petroglifos La Libertad 2,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7612,-74.51043800000002,-11.511402
2352,Junín,Satipo,PANGOA,"7,613",Petroglifos La Libertad 3,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7613,-74.50884300000001,-11.510866
2353,Junín,Satipo,PANGOA,"7,614",Petroglifos La Libertad 4,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7614,-74.50756899999999,-11.510646
2354,Junín,Satipo,PANGOA,"7,615",Petroglifos La Libertad 5,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7615,-74.50657899999999,-11.510681
2355,Junín,Satipo,PANGOA,"7,616",Petroglifos La Libertad 6,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7616,-74.50579900000002,-11.510779
2356,Junín,Satipo,PANGOA,"7,617",Petroglifos La Libertad 7,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7617,-74.50579900000002,-11.510833
2357,Junín,Satipo,PANGOA,"7,618",Petroglifos De Miraflores,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7618,-74.504883,-11.510289
2358,Junín,Satipo,PANGOA,"7,619",Los Petroglifos De Oriwari,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7619,-74.447091,-11.385491
2359,Junín,Satipo,RÍO NEGRO,"7,624",Plaza De La Interculturalidad De Rio Negro,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Plazas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7624,-74.659717,-11.209139
2360,Junín,Satipo,SATIPO,"7,627",Petroglifos De Satipo,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7627,-74.63790499999999,-11.237396
2361,Ica,Ica,OCUCAJE,"7,632",Campana De La Libertad,2. MANIFESTACIONES CULTURALES,Lugares Históricos,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7632,-75.671763,-14.348608
2362,Cusco,La Convencion,SANTA ANA,"7,639",Museo Amazónico Andino De Quillabamba,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7639,-72.69784700000002,-12.856628
2363,Cusco,Calca,CALCA,"7,641",Sitio Arquelogico De Calispuquio,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7641,-71.936375,-13.287037
2364,Cusco,Calca,CALCA,"7,643",Sitio Arqueologico De Urqo,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7643,-71.98275000000001,-13.326552
2365,Cusco,Cusco,SAN SEBASTIAN,"7,650",Sitio Arqueológico De Pumamarka,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7650,-72.22888599999999,-13.231112
2366,Ica,Ica,ICA,"7,657",El Palacio Prefectural De Ica,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa de Valor Arquitectónico,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7657,-75.72785399999998,-14.066076
2367,Ica,Ica,ICA,"7,660",Capilla De San Juan De Dios,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Capilla,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7660,-75.73050856590271,-14.061433906230873
2368,Puno,Puno,SAN ANTONIO,"7,670",Asiento Minero De Jesús María,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Molino,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7670,-70.42699813842773,-16.12597447447928
2369,Lima,Canta,HUAROS,"7,672",Sitio Arqueológico De Huishco,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7672,-76.58376599999997,-11.393606
2370,Lima,Canta,HUAROS,"7,673",Sitio Arqueológico De Aynas,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7673,-76.549465,-11.403897
2371,Lima,Canta,HUAROS,"7,675",Rodal De Puyas Raymondi,1. SITIOS NATURALES,Zonas paisajísticas,Lugares pintorescos de flora y fauna,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7675,-76.55790300000001,-11.391455
2372,Ica,Palpa,RÍO GRANDE,"7,691",Cementerio Del Sector De Lucriche,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7691,-75.14932751655578,-14.382328476151874
2373,Ica,Nazca,NASCA,"7,695",Acueducto De Aja,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7695,-74.9405899643898,-14.82162830822106
2374,Ica,Palpa,PALPA,"7,696",Museo De Palpa,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7696,-75.18478095531463,-14.53456686054025
2375,Junín,Chanchamayo,CHANCHAMAYO,"7,698",Isla Las Turunas,1. SITIOS NATURALES,Costas,Islas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7698,-75.33137447486876,-11.06269029585265
2376,Lima,Yauyos,CARANIA,"7,713",Zona Arqueológica Monumental Huamanmarca,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7713,-75.85785984992975,-12.3698499159536
2377,Junín,Chanchamayo,CHANCHAMAYO,"7,717",Parque Del Avión,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Parques,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7717,-75.33783,-11.060018
2378,Junín,Chanchamayo,CHANCHAMAYO,"7,718",Parque Integración,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Parques,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7718,-75.327335,-11.056846
2379,Cusco,Cusco,CCORCA,"7,725",Pinturas Rupestres Del Hombre De Ccorca,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Pintura Rupestre,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7725,-72.05602899999996,-13.573582
